fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"225","3178983",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"226","3179039",Quercus,Rot-Eiche,Quercus rubra,"22","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"227","3179040",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"228","3179043",Acer,Spitz-Ahorn,Acer platanoides,"13","25","1950",Deutschland Namensnennung 2.0,Land Berlin
"229","3179045",Acer,Berg-Ahorn 'Atropurpureum',Acer pseudoplatanus 'Atropurpureum',"11","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"230","3179047",Acer,Spitz-Ahorn,Acer platanoides,"11","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"231","3179061",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"15","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"232","3179063",Juglans,Walnuss,Juglans regia,"9","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"233","3179078",Betula,,Betula pendula,"12","12","1975",Deutschland Namensnennung 2.0,Land Berlin
"234","3179085",Sorbus,Vogelbeere,Sorbus aucuparia,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"235","3179088",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"236","3179113",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"237","3179117",Tilia,,Tilia americana,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"238","3179119",Rhus,Essigbaum,Rhus typhina,"5","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"239","3179121",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"10","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"240","3179124",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"18","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"241","3179135",Tilia,Sommer-Linde,Tilia platyphyllos,"6","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"242","3179137",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"11","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"243","3179143",Tilia,Krim-Linde,Tilia euchlora,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"244","3179148",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"245","3179149",Tilia,Krim-Linde,Tilia euchlora,"5","7","1986",Deutschland Namensnennung 2.0,Land Berlin
"246","3179155",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"247","3179157",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"248","3179165",Prunus,,Prunus spec.,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"249","3179166",Betula,,Betula pendula,"7","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"250","3179168",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"16","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"251","3179169",Quercus,,Platanus acerifolia,"20","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"252","3179181",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"253","3179187",Quercus,,Platanus acerifolia,"21","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"254","3179189",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","7","1930",Deutschland Namensnennung 2.0,Land Berlin
"255","3179210",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"256","3179251",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"6","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"257","3179260",Quercus,,Platanus acerifolia,"16","12","1935",Deutschland Namensnennung 2.0,Land Berlin
"258","3179285",Salix,Trauer-Weide 'Tortuosa',Salix 'Tortuosa',"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"259","3179286",Acer,Spitz-Ahorn,Acer platanoides,"9","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"260","3179306",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"261","3179311",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"262","3179315",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"263","3179319",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"264","3179325",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"265","3179326",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"266","3179334",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"267","3179335",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"268","3179339",Tilia,Winter-Linde,Tilia cordata,"5","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"269","3179343",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"270","3179346",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"271","3179359",Betula,,Betula pendula,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"272","3179363",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"273","3179387",Acer,Eschen-Ahorn,Acer negundo,"10","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"274","3179388",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"275","3179392",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","3","1995",Deutschland Namensnennung 2.0,Land Berlin
"276","3179395",Acer,Spitz-Ahorn,Acer platanoides,"13","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"277","3179404",Acer,Silber-Ahorn,Acer saccharinum,"16","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"278","3179407",Quercus,Rot-Eiche,Quercus rubra,"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"279","3179408",Quercus,Rot-Eiche,Quercus rubra,"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"280","3179425",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"281","3179436",Prunus,,Prunus avium,"7","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"282","3179439",Acer,Spitz-Ahorn,Acer platanoides,"10","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"283","3179448",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"4","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"284","3179454",Acer,Eschen-Ahorn,Acer negundo,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"285","3179455",Betula,,Betula pendula,"8","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"286","3179456",Tilia,Krim-Linde,Tilia euchlora,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"287","3179459",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"288","3179472",Tilia,Winter-Linde,Tilia cordata,"8","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"289","3179473",Tilia,Krim-Linde,Tilia euchlora,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"290","3179483",Tilia,Winter-Linde,Tilia cordata,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"291","3179498",Acer,Feld-Ahorn,Acer campestre,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"292","3179506",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"293","3179548",Tilia,Krim-Linde,Tilia euchlora,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"294","3179552",Fraxinus,,Fraxinus americana 'Royal',"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"295","3179553",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"296","3179556",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"297","3179561",Tilia,Krim-Linde,Tilia euchlora,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"298","3179566",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"299","3179568",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"300","3179571",Acer,Spitz-Ahorn,Acer platanoides,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"301","3179575",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"302","3179577",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"303","3179579",Quercus,,Platanus acerifolia,"10","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"304","3179580",Sorbus,Vogelbeere,Sorbus aucuparia,"3","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"305","3179581",,,,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"306","3179612",Quercus,,Platanus acerifolia,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"307","3179616",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"308","3179625",Betula,,Betula pendula,"9","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"309","3179641",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"310","3179647",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"311","3179656",Sorbus,Vogelbeere,Sorbus aucuparia,"3","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"312","3179657",Sorbus,Vogelbeere,Sorbus aucuparia,"5","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"313","3179662",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"314","3179683",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"315","3179694",Betula,,Betula pendula,"7","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"316","3179695",Betula,,Betula pendula,"15","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"317","3179716",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"318","3179725",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"319","3179730",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"320","3179731",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"321","3179733",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"322","3179739",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"323","3179741",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"324","3179754",Tilia,Silber-Linde,Tilia tomentosa,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"325","3179782",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"326","3179800",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"327","3179806",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"328","3179817",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"329","3179820",Quercus,Rot-Eiche,Quercus rubra,"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"330","3179822",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"331","3179826",Sorbus,Vogelbeere,Sorbus aucuparia,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"332","3179829",Quercus,,Platanus acerifolia,"9","12","1988",Deutschland Namensnennung 2.0,Land Berlin
"333","3179873",Acer,Eschen-Ahorn,Acer negundo,"12","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"334","3179884",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"335","3179888",Acer,Eschen-Ahorn,Acer negundo,"6","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"336","3179892",Tilia,Winter-Linde,Tilia cordata,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"337","3179899",Sorbus,Vogelbeere,Sorbus aucuparia,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"338","3179918",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"339","3179926",Acer,Berg-Ahorn,Acer pseudoplatanus,"19","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"340","3179934",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"341","3179936",Tilia,Winter-Linde,Tilia cordata,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"342","3179960",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","3","1998",Deutschland Namensnennung 2.0,Land Berlin
"343","3180002",Quercus,,Platanus acerifolia,"5","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"344","3180008",Quercus,,Platanus acerifolia,"6","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"345","3180027",Tilia,Krim-Linde,Tilia euchlora,"7","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"346","3180036",Acer,Spitz-Ahorn,Acer platanoides,"9","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"347","3180076",Acer,Spitz-Ahorn,Acer platanoides,"10","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"348","3180091",Acer,Eschen-Ahorn,Acer negundo,"13","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"349","3180093",Quercus,,Platanus acerifolia,"4","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"350","3180119",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"7","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"351","3180142",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"352","3180143",Tilia,Krim-Linde,Tilia euchlora,"7","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"353","3180153",Tilia,Winter-Linde,Tilia cordata,"8","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"354","3180157",Acer,Feld-Ahorn,Acer campestre,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"355","3180172",Quercus,Rot-Eiche,Quercus rubra,"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"356","3180186",Quercus,Stiel-Eiche,Quercus robur,"3","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"357","3180187",Tilia,Sommer-Linde,Tilia platyphyllos,"3","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"358","3180189",Quercus,Stiel-Eiche,Quercus robur,"2","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"359","3180198",Tilia,Winter-Linde,Tilia cordata,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"360","3180233",Sorbus,Vogelbeere,Sorbus aucuparia,"5","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"361","3180234",Tilia,Winter-Linde,Tilia cordata,"5","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"362","3180235",Tilia,Winter-Linde,Tilia cordata,"4","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"363","3180272",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"9","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"364","3180273",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"365","3180274",Acer,Eschen-Ahorn,Acer negundo,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"366","3180297",Tilia,Sommer-Linde,Tilia platyphyllos,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"367","3180301",Tilia,Winter-Linde,Tilia cordata,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"368","3180304",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"2","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"369","3180308",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"6","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"370","3180347",Tilia,Winter-Linde,Tilia cordata,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"371","3180355",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"9","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"372","3180356",Populus,Italienische Pappel,Populus nigra 'Italica',"2","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"373","3180363",,,,,,,Deutschland Namensnennung 2.0,Land Berlin
"374","3180367",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"7","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"375","3180381",Tilia,Winter-Linde,Tilia cordata,"5","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"376","3180389",Quercus,Stiel-Eiche,Quercus robur,"7","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"377","3180392",Acer,Feld-Ahorn,Acer campestre,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"378","3180401",Acer,Feld-Ahorn,Acer campestre,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"379","3180403",Acer,Feld-Ahorn,Acer campestre,"2","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"380","3180406",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"381","3180409",Acer,Feld-Ahorn,Acer campestre,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"382","3180411",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"383","3180416",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"384","3180418",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"385","3180424",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","3","1997",Deutschland Namensnennung 2.0,Land Berlin
"386","3180442",Acer,Spitz-Ahorn,Acer platanoides,"4","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"387","3180450",Betula,,Betula pendula,"7","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"388","3180459",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"18","27","1930",Deutschland Namensnennung 2.0,Land Berlin
"389","3180462",Betula,,Betula pendula,"10","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"390","3180468",Acer,Spitz-Ahorn,Acer platanoides,"13","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"391","3180480",Acer,Spitz-Ahorn,Acer platanoides,"24","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"392","3180483",Sorbus,Vogelbeere,Sorbus aucuparia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"393","3180484",Tilia,Krim-Linde,Tilia euchlora,"8","12","1967",Deutschland Namensnennung 2.0,Land Berlin
"394","3180487",Acer,Spitz-Ahorn,Acer platanoides,"2","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"395","3180505",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"396","3180510",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"13","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"397","3180518",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"10","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"398","3180521",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","7","1960",Deutschland Namensnennung 2.0,Land Berlin
"399","3180528",Acer,Spitz-Ahorn,Acer platanoides,"11","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"400","3180536",Acer,Berg-Ahorn 'Atropurpureum',Acer pseudoplatanus 'Atropurpureum',"7","7","1990",Deutschland Namensnennung 2.0,Land Berlin
